0.030000	0.420000	चॉकलेट
0.420000	0.840000	देखने
0.900000	1.110000	से
1.110000	1.440000	लागे
1.440000	1.710000	या
1.980000	2.100000	ई
2.100000	2.310000	सब
2.310000	2.700000	चॉकलेट
2.700000	2.940000	बहुत
3.210000	3.240000	!SIL
3.270000	3.600000	किस्म
3.600000	3.750000	के
3.750000	4.200000	चॉकलेट
4.200000	4.470000	छै
4.800000	5.340000	चॉकलेट
5.370000	5.700000	खाएब
5.790000	6.180000	बच्चा
6.180000	6.360000	सब
6.360000	6.480000	के
6.480000	6.720000	बड़ा
6.720000	7.140000	पसंद
7.140000	7.290000	होय
7.320000	7.530000	छै
