0.000000	0.420000	सब
0.420000	0.750000	!SIL
0.780000	1.050000	कार्ड
1.050000	1.230000	!SIL
1.290000	1.590000	!SIL
1.590000	1.830000	लेले
1.830000	2.430000	बाड़सन
2.820000	2.910000	इ
2.910000	3.180000	गोद
3.180000	3.360000	लेले
3.360000	3.660000	बाड़सन
3.960000	4.050000	!SIL
4.110000	4.350000	लेले
4.350000	4.710000	बाड़सन
4.710000	4.860000	एगो
4.860000	5.100000	पीछे
5.100000	5.460000	दीवाल
5.460000	5.730000	बिया
5.730000	5.970000	रेड
5.970000	6.270000	!SIL
6.300000	6.540000	के
7.050000	7.170000	और
7.170000	7.440000	एने
7.770000	8.070000	घास
8.070000	8.370000	भूसा
8.370000	8.700000	बा
9.030000	9.240000	एने
9.240000	9.510000	फूल
9.510000	10.050000	बाटे
10.140000	10.620000	पाँच
10.620000	10.770000	गो
10.770000	11.070000	!SIL
11.130000	11.550000	बाड़सन
11.610000	11.910000	कैंप
11.910000	12.000000	बा
12.000000	12.300000	!SIL
12.360000	12.480000	बा
12.480000	12.720000	सब
12.720000	12.960000	बा
