0.090000	0.570000	बेकरी
0.570000	0.750000	लग
0.750000	0.990000	रही
0.990000	1.200000	है
1.200000	1.740000	!SIL
1.800000	2.070000	जहाँ
2.070000	2.220000	पे
2.220000	2.430000	और
2.430000	2.580000	ये
2.580000	3.390000	!SIL
3.420000	3.720000	हार्ट
3.720000	4.050000	शेप
4.050000	4.380000	!SIL
4.410000	4.530000	भी
4.530000	4.860000	लगाए
4.860000	5.070000	गए
5.070000	5.130000	है
5.130000	5.280000	और
5.280000	5.370000	ये
5.400000	5.550000	केक
5.640000	5.940000	!SIL
5.940000	6.030000	ही
6.030000	6.390000	सुन्दर
6.390000	6.540000	दिख
6.540000	6.720000	रहा
6.720000	6.780000	है
7.320000	7.980000	और
8.100000	8.310000	ये
8.310000	8.430000	एक
8.460000	8.700000	!SIL
8.760000	8.850000	के
8.850000	9.030000	आगे
9.030000	9.180000	एक
9.240000	9.510000	!SIL
9.510000	9.630000	भी
9.630000	9.900000	खड़ी
9.900000	10.170000	हुई
10.170000	10.260000	है
