0.060000	0.300000	यह
0.300000	0.720000	बस
1.020000	1.410000	बहुत
1.410000	1.560000	से
1.560000	1.920000	फूलों
1.920000	2.100000	से
2.100000	2.520000	!SIL
2.550000	2.850000	गई
2.850000	3.060000	है
3.450000	3.660000	यह
3.660000	4.140000	देखकर
4.140000	4.380000	ऐसा
4.380000	4.830000	प्रतीत
4.830000	5.220000	होता
5.220000	5.490000	है
5.820000	6.000000	कि
6.000000	6.120000	इस
6.120000	6.390000	बस
6.390000	6.570000	की
6.570000	7.230000	खरीदारी
7.230000	7.440000	की
7.440000	7.710000	गई
7.710000	7.950000	है
8.340000	8.700000	एवं
8.700000	8.850000	इस
8.850000	9.090000	बस
9.090000	9.240000	के
9.240000	9.840000	सामने
10.200000	10.440000	एक
10.470000	10.800000	!SIL
10.830000	11.160000	पुरुष
11.220000	11.430000	!SIL
11.430000	11.790000	हैं
