0.120000	0.390000	इस
0.420000	0.780000	!SIL
0.840000	1.140000	में
1.140000	1.440000	एक
1.440000	1.950000	व्यक्ति
1.950000	2.490000	सामान
2.490000	2.700000	रख
2.700000	3.120000	रहा
3.120000	3.360000	है
3.360000	3.870000	बेचने
3.870000	4.050000	का
4.050000	4.470000	सामान
4.470000	4.920000	निकाला
4.920000	5.010000	है
5.010000	5.460000	सब्जी
5.460000	5.610000	की
5.640000	6.060000	!SIL
6.090000	6.450000	लगी
6.450000	6.660000	हुई
6.690000	6.870000	है
6.900000	7.080000	ये
7.080000	7.200000	!SIL
7.530000	7.740000	एक
7.740000	8.130000	मंडी
8.130000	8.310000	का
8.310000	8.490000	है
8.700000	8.910000	और
8.910000	9.210000	लोग
9.210000	9.480000	यहाँ
9.510000	9.690000	से
9.720000	10.260000	सम्मान
10.260000	10.620000	खरीद
10.620000	10.830000	रहे
10.830000	10.890000	है
