0.090000	0.660000	গাছ
0.660000	0.960000	এবং
0.960000	1.440000	রয়েছে
1.800000	2.100000	অনেক
2.100000	2.790000	মানুষজন
2.790000	3.060000	যারা
3.060000	3.360000	!SIL
3.540000	3.750000	করছে
3.750000	3.930000	অনেক
3.930000	4.290000	বাচ্ছা
4.290000	4.530000	রয়েছে
4.530000	4.740000	যেগুলো
4.770000	5.160000	সাইকেল
5.160000	5.700000	!SIL
6.090000	6.360000	পাশে
6.360000	6.570000	রয়েছে
6.570000	6.780000	একটি
6.780000	7.080000	দেওয়াল
7.080000	7.290000	যেটি
7.290000	7.590000	হলুদ
7.590000	7.830000	রঙের
7.830000	8.010000	এবং
8.010000	8.370000	কমলা
8.370000	8.700000	রঙের
