0.060000	0.120000	एक
0.120000	0.480000	दो
0.480000	0.990000	तीन
0.990000	1.680000	चार
1.680000	1.980000	!SIL
2.010000	2.070000	की
2.130000	2.280000	और
2.340000	2.850000	जंगल
3.210000	3.240000	!SIL
3.300000	3.570000	फिर
3.600000	3.630000	!SIL
3.690000	3.900000	की
3.900000	4.050000	और
4.080000	4.110000	!SIL
4.590000	4.770000	तो
4.800000	4.830000	!SIL
5.040000	5.070000	!SIL
5.130000	5.700000	गोल
5.760000	6.360000	खिलौना
6.750000	6.780000	!SIL
7.080000	7.170000	इ
7.500000	8.010000	!SIL
8.070000	8.100000	!SIL
8.130000	8.220000	!SIL
8.280000	8.460000	लगा
8.460000	8.580000	के
8.580000	8.910000	खूब
9.000000	9.180000	!SIL
9.210000	9.540000	!SIL
