0.030000	0.150000	এই
0.150000	0.450000	যে
0.870000	0.960000	!SIL
0.990000	1.200000	আমরা
1.200000	1.500000	দেখতে
1.500000	1.950000	পাচ্ছি
2.010000	2.130000	এই
2.400000	2.490000	!SIL
2.520000	2.730000	আমরা
2.730000	3.000000	একটি
3.210000	3.300000	!SIL
3.420000	3.750000	দেখতে
3.750000	4.200000	পারছি
4.410000	4.650000	এটি
4.680000	4.950000	জলে
4.950000	5.280000	ভরা
5.310000	5.700000	!SIL
5.760000	6.120000	পাড়ে
6.120000	6.330000	আমরা
6.330000	6.510000	!SIL
6.660000	7.200000	ব্যাক্তিকে
7.440000	7.470000	!SIL
7.620000	7.980000	করতে
7.980000	8.250000	দেখতে
8.250000	8.700000	পাচ্ছি
