0.210000	0.720000	आदमी
0.720000	0.960000	नहीं
0.990000	1.320000	दिखा
1.320000	1.650000	रहा
1.650000	1.710000	है
1.770000	2.130000	शायद
2.130000	2.250000	ये
2.280000	2.730000	!SIL
2.790000	2.910000	के
2.910000	3.090000	लीये
3.090000	3.390000	यहाँ
3.390000	3.600000	पे
3.600000	3.840000	है
4.680000	4.920000	एक
4.920000	5.400000	पेड़
5.400000	5.550000	है
5.580000	5.940000	शायद
5.940000	6.180000	ये
6.180000	6.660000	पेड़
6.690000	6.900000	जो
6.900000	7.080000	है
7.110000	7.290000	वो
7.350000	7.860000	इमली
7.860000	8.100000	का
8.100000	8.460000	पेड़
8.460000	8.760000	है
