0.060000	0.120000	ई
0.120000	0.480000	स्कूल
0.480000	0.840000	नाही
0.840000	1.110000	बा
1.800000	1.950000	ई
1.950000	2.340000	!SIL
2.400000	2.640000	तरह
2.640000	3.360000	दिखता
5.580000	5.610000	!SIL
5.610000	5.700000	!SIL
5.760000	5.880000	के
5.880000	6.300000	तरह
6.510000	7.050000	गाँव
7.050000	7.500000	म
7.500000	7.590000	में
7.770000	8.190000	बहुत
8.190000	8.370000	कुल
8.370000	8.790000	लइका
8.790000	8.970000	उ
8.970000	9.270000	अपने
9.930000	10.320000	खेल
10.320000	10.620000	!SIL
10.650000	10.890000	कुल
11.550000	11.700000	और
11.700000	12.210000	मकान
12.210000	12.360000	भी
12.420000	12.810000	काफी
12.810000	13.200000	बाटे
13.920000	14.490000	बच्चन
14.550000	14.760000	कुल
