0.030000	0.120000	ఈ
0.120000	0.510000	ఫోటో
0.510000	0.660000	లో
0.660000	1.170000	మనకి
1.170000	1.440000	అన్ని
1.440000	1.920000	రకాల
1.980000	2.520000	!SIL
2.580000	3.120000	ఆటో
3.120000	3.150000	!SIL
3.180000	3.480000	అన్ని
3.480000	3.870000	చాలా
3.960000	4.260000	!SIL
4.350000	4.650000	జామ్
4.650000	4.800000	తో
5.490000	5.910000	!SIL
6.120000	6.300000	!SIL
6.300000	6.420000	అండ్
6.420000	6.720000	వైర్
6.720000	6.870000	!SIL
6.930000	7.260000	కూడా
7.260000	7.590000	ఉన్నాయి
7.620000	7.920000	చాలా
7.920000	8.250000	పెద్ద
8.250000	8.640000	బిల్డింగ్
8.640000	9.000000	కూడా
9.000000	9.330000	ఉంది
9.330000	9.690000	చెట్టు
9.690000	10.080000	కూడా
10.080000	10.530000	ఉంది
11.070000	11.490000	చాలా
11.520000	11.760000	!SIL
12.420000	12.600000	ఓ
12.600000	12.630000	!SIL
12.900000	13.200000	రోడ్డు
13.200000	13.590000	మొత్తం
13.650000	13.980000	!SIL
14.070000	14.250000	లో
14.460000	14.790000	పడి
14.790000	15.270000	ఉన్నది
