0.060000	0.330000	भर
0.330000	0.510000	दिन
0.510000	0.900000	फोटो
0.990000	1.110000	!SIL
1.230000	1.380000	रहे
1.410000	1.590000	छे
2.040000	2.070000	!SIL
2.100000	2.340000	गेलो
2.340000	2.670000	फोटो
2.730000	2.850000	!SIL
2.910000	3.030000	!SIL
3.120000	3.300000	गेलो
3.300000	3.540000	फोटो
3.630000	3.660000	!SIL
3.810000	3.840000	!SIL
3.900000	4.200000	बनावे
4.200000	4.350000	छे
4.560000	4.590000	!SIL
4.680000	5.040000	छे
5.760000	5.820000	!SIL
5.820000	6.090000	फोटो
6.090000	6.270000	!SIL
6.390000	6.480000	रे
