0.180000	0.630000	उस
0.690000	1.290000	!SIL
1.320000	1.560000	मे
1.620000	2.040000	!SIL
2.100000	2.520000	लगा
2.520000	3.150000	हुआ
3.150000	3.420000	है
3.720000	4.080000	और
4.110000	4.530000	उस
4.620000	5.070000	!SIL
5.100000	5.310000	के
5.400000	5.730000	!SIL
5.790000	6.000000	के
6.000000	6.810000	अंदर
7.110000	7.470000	कुछ
7.470000	8.280000	प्राचीन
8.280000	8.880000	सफेद
8.880000	9.300000	कलर
9.300000	9.630000	के
9.630000	10.200000	समान
10.230000	10.680000	रखे
10.680000	11.130000	हुए
11.130000	11.340000	है
