0.030000	0.270000	এখানে
0.270000	0.570000	দেখা
0.570000	0.960000	যাচ্ছে
0.960000	1.080000	!SIL
1.260000	1.320000	এর
1.350000	1.800000	মধ্যে
1.800000	2.100000	একটা
2.100000	2.340000	লোক
2.340000	2.820000	দাঁড়িয়ে
2.820000	3.150000	ফোন
3.150000	3.690000	করছে
3.690000	4.080000	অরেঞ্জ
4.080000	4.290000	!SIL
4.290000	4.410000	এর
4.470000	4.860000	জামা
4.860000	5.220000	পরে
5.220000	5.580000	আছে
5.580000	6.000000	ব্ল্যাক
6.030000	6.330000	!SIL
6.330000	6.390000	এর
6.420000	6.750000	!SIL
6.780000	7.020000	পরে
7.020000	7.380000	আছে
