0.060000	0.180000	यह
0.180000	0.420000	!SIL
0.840000	1.410000	किसी
1.860000	1.920000	के
1.920000	2.460000	लड़की
2.460000	2.730000	के
3.660000	4.020000	!SIL
4.080000	4.350000	का
4.350000	4.620000	है
4.620000	5.190000	जहाँ
5.190000	5.550000	पर
5.550000	5.940000	बहुत
5.940000	6.450000	सारे
6.480000	7.050000	!SIL
7.140000	7.590000	!SIL
7.620000	8.040000	हुई
8.040000	8.250000	है
8.340000	8.850000	उनके
8.910000	9.210000	पास
9.210000	9.690000	बहुत
9.690000	10.140000	फल
10.140000	10.530000	और
10.530000	11.070000	फ्रूट
11.070000	11.370000	है
