0.060000	0.510000	এখানে
0.510000	0.780000	একটি
0.810000	1.140000	!SIL
1.200000	1.800000	!SIL
1.800000	1.950000	এর
1.980000	2.370000	জায়গা
2.370000	2.640000	দেখা
2.640000	3.030000	যাচ্ছে
3.030000	3.330000	যার
3.330000	3.720000	!SIL
3.750000	4.020000	বোর্ড
4.020000	4.260000	এ
4.590000	4.950000	!SIL
5.010000	5.400000	ছবি
5.400000	5.730000	দেওয়া
5.730000	6.060000	আছে
6.060000	6.540000	!SIL
6.630000	6.960000	একটা
6.960000	7.530000	মোটর
7.530000	7.890000	লেখা
7.890000	8.250000	একটা
8.250000	8.670000	বোর্ড
8.730000	9.030000	দেখা
9.030000	9.570000	যাচ্ছে
