0.030000	0.210000	ఇది
0.210000	0.450000	ఒక
0.450000	0.870000	రోడ్డు
0.900000	1.260000	రోడ్డు
1.290000	1.740000	వైపులా
1.740000	2.160000	కరెంటు
2.190000	2.640000	తీగలు
2.970000	3.000000	!SIL
3.120000	3.390000	అన్ని
3.390000	3.870000	ఉన్నాయి
3.870000	4.200000	చుట్టూ
4.200000	4.740000	షాపులు
4.740000	5.040000	అన్ని
5.040000	5.340000	ఉన్నాయి
5.340000	5.760000	పచ్చని
5.790000	6.240000	చెట్లు
6.600000	6.900000	ఇంకా
6.900000	7.260000	చాలా
7.260000	7.590000	ఉన్నాయి
7.590000	7.890000	!SIL
7.890000	8.040000	!SIL
8.160000	8.190000	!SIL
8.220000	8.760000	అట్లా
8.850000	8.880000	!SIL
9.840000	10.200000	ఉన్నారు
10.200000	10.620000	మనుషులు
10.650000	10.890000	కూడా
11.280000	11.610000	రోడ్డు
11.940000	11.970000	!SIL
12.120000	12.600000	ఉన్నారు
12.600000	12.870000	అటు
12.870000	13.110000	ఇటు
13.140000	13.590000	వైపులా
13.620000	14.010000	!SIL
