0.060000	0.090000	!SIL
0.120000	0.720000	ಆಟೋ
1.020000	1.380000	ಇದ್ರಿಂದ
1.410000	1.770000	ಕಡಿಮೆ
1.770000	2.340000	ಸಮಯದಲ್ಲಿ
2.340000	2.610000	ನಾವು
2.610000	2.880000	ಬೇರೆ
2.880000	3.300000	ಸ್ಥಳಕ್ಕೆ
3.300000	3.630000	ಹೋಗ್ಬೇಕು
3.630000	3.930000	ಅಂದ್ರೆ
3.930000	4.230000	ಆಟೋ
4.230000	4.530000	!SIL
4.620000	5.010000	ಇದ್ರಿಂದ
5.040000	5.490000	ಕಡಿಮೆ
5.700000	6.270000	ಸಮಯದಲ್ಲಿ
6.270000	6.690000	ಉಳಿತಾಯ
6.690000	6.960000	!SIL
7.050000	7.290000	ಸಹ
7.350000	8.280000	!SIL
8.730000	9.420000	!SIL
9.420000	9.660000	ಹೋದ್ರೆ
9.660000	10.020000	ಬಿಸಿಲು
10.020000	10.140000	!SIL
10.380000	10.590000	ಆದ್ರೆ
10.620000	11.070000	!SIL
11.070000	11.520000	ಹೋದ್ರೆ
11.520000	12.120000	ಯಾವದೇ
12.120000	12.150000	!SIL
12.150000	13.020000	!SIL
13.260000	13.500000	ಇಲ್ಲ
13.500000	13.890000	ನೆರಳು
13.890000	14.340000	!SIL
14.340000	14.760000	ಇದ್ರಿಂದ
14.760000	15.390000	ಆಟೋ
15.810000	16.140000	ಇದ್ರೆ
16.200000	16.530000	ತುಂಬಾ
16.710000	17.070000	ಹೆಲ್ಪ್
17.070000	17.550000	!SIL
