0.060000	0.450000	शहर
0.450000	0.660000	के
0.660000	0.990000	कोई
0.990000	1.350000	बहुत
1.350000	1.860000	सुंदर
1.860000	2.370000	मंदिर
2.370000	2.730000	आये
3.030000	3.450000	जेकर
3.450000	3.930000	अंदर
3.930000	4.170000	मा
4.440000	4.920000	कोई
5.130000	5.850000	भगवान
5.850000	6.060000	जी
6.060000	6.300000	की
6.720000	6.780000	!SIL
6.810000	7.530000	स्थापना
7.530000	7.860000	होये
7.860000	8.280000	हवे
8.610000	8.910000	अउ
8.910000	9.420000	एकर
9.840000	10.320000	अंदर
10.320000	10.500000	के
10.500000	10.680000	जो
10.680000	11.340000	सजावट
11.340000	11.550000	हे
11.550000	11.700000	ते
11.700000	11.790000	ह
11.790000	12.150000	बहुत
12.150000	12.330000	सु
