0.060000	0.150000	एक
0.150000	0.510000	!SIL
0.540000	0.870000	दिखाई
0.870000	1.050000	दे
1.050000	1.350000	रहा
1.350000	1.530000	है
1.530000	1.620000	वह
1.620000	2.070000	ऊपर
2.070000	2.250000	की
2.250000	2.460000	ओर
2.460000	2.670000	देख
2.730000	3.060000	रहा
3.060000	3.210000	है
3.840000	4.500000	और
5.280000	5.730000	मिट्टी
5.730000	6.120000	दिखाई
6.120000	6.300000	दे
6.300000	6.510000	रहा
6.510000	6.720000	है
6.720000	7.080000	मिट्टी
7.080000	7.200000	में
7.200000	7.500000	गड्ढे
7.500000	7.890000	गड्ढे
7.890000	8.190000	छोटे
8.190000	8.520000	छोटे
8.520000	8.700000	से
8.820000	9.030000	!SIL
9.030000	9.150000	के
9.150000	9.480000	चलने
9.480000	9.630000	से
9.630000	9.870000	बने
9.870000	10.140000	हुए
10.140000	10.380000	लग
10.380000	10.500000	रहा
10.500000	10.560000	है
