0.210000	0.420000	ये
0.420000	0.510000	एक
0.570000	0.930000	!SIL
0.930000	1.050000	का
1.050000	1.350000	दुकान
1.440000	1.500000	बा
1.560000	1.830000	जहा
1.860000	2.040000	सब
2.040000	2.370000	गाड़ी
2.370000	2.640000	बनवाई
2.760000	2.910000	से
2.910000	3.090000	एक
3.090000	3.900000	!SIL
3.900000	3.960000	क
3.990000	4.320000	देखत
4.650000	4.680000	!SIL
4.800000	5.160000	पहिया
5.190000	5.400000	!SIL
5.400000	5.850000	बाटे
7.230000	7.470000	लाल
7.530000	7.560000	!SIL
7.710000	7.860000	क
7.860000	8.220000	ड्रेस
8.220000	8.550000	पहिनले
8.550000	8.880000	बाटे
8.940000	9.240000	गाड़ी
9.240000	9.570000	देखत
9.570000	9.840000	!SIL
9.840000	9.870000	!SIL
