0.060000	0.450000	गोल
0.450000	0.660000	रंग
0.660000	0.810000	की
0.810000	1.110000	घर
1.350000	1.410000	!SIL
1.500000	1.770000	जेकर
1.800000	1.830000	!SIL
1.950000	2.100000	मा
2.130000	2.400000	!SIL
2.760000	3.030000	छे
3.300000	3.660000	अंदर
3.660000	3.720000	वा
3.720000	3.750000	म
3.810000	3.990000	हर
3.990000	4.380000	हर
4.470000	4.620000	नी
4.620000	4.980000	घास
4.980000	5.190000	छे
5.190000	5.520000	बगल
5.520000	5.640000	म
5.670000	6.120000	दु
6.120000	6.150000	!SIL
6.480000	6.600000	आ
6.600000	7.050000	घर
7.050000	7.290000	रंग
7.290000	7.530000	छे
7.530000	7.560000	आ
7.890000	8.310000	रु
9.120000	9.240000	आ
9.240000	9.510000	रु
9.600000	10.020000	नीचे
10.020000	10.080000	मे
10.110000	10.560000	जमीन
10.560000	10.890000	छे
10.890000	11.280000	मिट्टिया
11.280000	11.340000	ओ
11.370000	11.460000	का
11.880000	12.060000	र
