0.150000	0.510000	वरती
0.510000	0.810000	निळ्या
0.810000	1.410000	रंगाचे
1.500000	1.590000	!SIL
1.800000	2.040000	आहे
2.040000	2.640000	त्यामध्ये
2.640000	3.060000	पांढऱ्या
3.060000	3.600000	रंगाचे
3.600000	3.930000	ढग
3.930000	4.290000	दिसत
4.290000	4.560000	आहे
5.220000	5.490000	!SIL
5.520000	5.910000	मागे
5.910000	6.300000	सुद्धा
6.300000	6.630000	खुले
6.630000	7.080000	मैदान
7.080000	7.290000	आहे
7.350000	8.100000	!SIL
8.130000	8.490000	हिरव्या
8.490000	9.000000	रंगाचे
9.000000	9.360000	गावात
9.360000	9.810000	आलेले
9.810000	10.170000	दिसत
10.170000	10.380000	आहे
