0.090000	0.360000	एहा
0.360000	1.020000	डॉक्टर
1.020000	1.170000	ए
1.170000	1.200000	!SIL
1.440000	1.920000	लगात
1.920000	2.040000	हे
2.040000	2.130000	एक
2.130000	2.370000	झन
2.370000	2.910000	आदमी
2.910000	3.180000	ल
3.690000	3.990000	अउ
3.990000	4.320000	पाइप
4.320000	4.740000	लगाए
4.740000	5.130000	लगाए
5.130000	5.340000	हे
5.520000	5.580000	!SIL
5.730000	6.090000	दिखत
6.090000	6.330000	हे
6.330000	6.390000	!SIL
6.570000	6.930000	दिखत
6.930000	7.050000	हे
7.080000	7.260000	बहुत
7.260000	7.650000	सारा
8.130000	8.550000	भगवान
8.550000	8.670000	के
8.700000	9.060000	फोटो
9.060000	9.180000	भी
9.180000	9.720000	दिखत
9.720000	10.110000	हे
10.410000	10.740000	लाइट
10.740000	10.890000	भी
10.890000	11.220000	लगे
11.220000	11.460000	हे
11.460000	11.760000	बोर्ड
11.760000	11.910000	भी
11.910000	12.300000	लगे
12.300000	12.510000	हे
12.510000	12.870000	तार
12.870000	13.170000	लगे
13.170000	13.410000	हे
