0.030000	0.180000	बहुत
0.180000	0.510000	सारे
0.510000	0.840000	लोग
0.840000	1.050000	दिख
1.050000	1.230000	रहे
1.230000	1.320000	हैं
1.320000	1.650000	!SIL
1.680000	1.920000	वाइट
1.920000	2.250000	कलर
2.250000	2.400000	कि
2.400000	2.790000	कुर्सी
2.790000	2.940000	पर
2.940000	3.300000	बैठे
3.300000	3.390000	हैं
3.420000	3.690000	कुछ
3.720000	3.990000	!SIL
3.990000	4.500000	हैं
4.740000	4.980000	डी
4.980000	5.130000	जे
5.160000	5.400000	दिख
5.400000	5.670000	रहे
5.670000	6.000000	हैं
6.240000	6.780000	बादल
6.780000	6.990000	दिख
6.990000	7.200000	रहे
7.200000	7.290000	हैं
7.320000	7.680000	पेड़
7.710000	7.920000	दिख
7.920000	8.190000	रहे
8.190000	8.310000	हैं
