281474980903278	0.66	1.1099999999999999
281474980903278	1.1099999999999999	1.77
281474980903278	1.83	2.16
281474980903278	2.16	2.79
281474980903278	2.8499999999999996	3.5699999999999994
281474980903278	3.57	4.2
281474980903278	4.199999999999999	4.9799999999999995
281474980903278	4.9799999999999995	5.64
281474980903278	5.7299999999999995	6.119999999999999
281474980903278	6.66	7.26
281474980903278	7.3500000000000005	7.5600000000000005
281474980903278	7.59	8.07
281474980903278	8.07	8.49
281474980903278	8.49	9.0
