281474981963885	0.63	1.5299999999999998
281474981963885	1.77	2.04
281474981963885	2.04	2.79
281474981963885	2.88	3.36
281474981963885	3.81	4.41
281474981963885	4.74	5.01
281474981963885	5.01	5.46
281474981963885	5.5200000000000005	6.42
281474981963885	6.540000000000001	7.200000000000001
281474981963885	7.199999999999999	7.529999999999999
281474981963885	7.68	7.83
281474981963885	7.86	8.370000000000001
281474981963885	8.370000000000001	8.670000000000002
281474981963885	8.67	9.12
281474981963885	9.120000000000001	9.63
281474981963885	9.629999999999999	9.78
281474981963885	9.78	10.17
281474981963885	10.5	10.8
