281474979153327	0.99	1.5
281474979153327	1.5	1.71
281474979153327	1.71	2.1
281474979153327	2.0999999999999996	2.4599999999999995
281474979153327	2.46	2.79
281474979153327	2.79	3.06
281474979153327	3.06	3.33
281474979153327	3.33	3.69
281474979153327	3.69	4.11
281474979153327	4.11	4.44
281474979153327	4.4399999999999995	4.619999999999999
281474979153327	4.62	5.01
281474979153327	5.01	5.37
281474979153327	5.37	5.5200000000000005
281474979153327	5.5200000000000005	5.91
281474979153327	5.9399999999999995	6.239999999999999
