281474981075344	0.42000000000000004	0.6900000000000001
281474981075344	0.6900000000000001	0.9000000000000001
281474981075344	0.8999999999999999	1.23
281474981075344	1.29	1.3800000000000001
281474981075344	1.41	1.83
281474981075344	1.83	2.16
281474981075344	2.16	2.58
281474981075344	2.58	3.1500000000000004
281474981075344	3.1500000000000004	3.3000000000000003
281474981075344	3.33	3.84
281474981075344	3.84	3.9
281474981075344	4.050000000000001	5.07
281474981075344	5.46	7.05
281474981075344	7.26	7.56
281474981075344	7.59	7.9799999999999995
