281474980907578	0.51	1.38
281474980907578	1.56	1.86
281474980907578	1.92	2.34
281474980907578	2.94	3.27
281474980907578	3.2700000000000005	3.7800000000000002
281474980907578	3.84	3.96
281474980907578	3.96	4.38
281474980907578	4.38	4.83
281474980907578	5.16	5.5200000000000005
281474980907578	5.5200000000000005	6.24
281474980907578	6.27	6.81
281474980907578	6.87	7.23
281474980907578	7.6499999999999995	8.28
281474980907578	8.28	8.43
281474980907578	8.43	8.879999999999999
281474980907578	8.879999999999999	9.149999999999999
281474980907578	9.149999999999999	9.299999999999999
